words,translated_words
bagusnya,bagusnya
baguss,baguss
bah,bah
bahagia,bahagia
bahagian,bahagian
bahagianya,bahagianya
bahaman,Bahama
bahamas,Bahama
bahan,bahan
bahannya,bahannya
bahari,bahari
baharu,baharu
bahas,bahas
bahasa,bahasa
bahasan,bahasan
bahasannya,bahasannya
bahasanya,bahasanya
bahasnya,bahasnya
bahattaa,bahattaa
bahawa,bahasa
bahaya,bahaya
bahayanya,bahayanya
bahits,Bahit
bahkan,bahkan
bahstul,bahstul
bahtsul,bahtsul
bahu,bahu
bahubali,bahubali
bahut,bahut
bahwa,bahwa
bai,bai
baidu,baidu
baik,baik
baiki,baiki
baiklah,baiklah
baiknya,baiklah
baini,baini
baiq,baik
bait,umpan
baith,umpan
baivaru,baivaru
baiveri,Baiveri
baiwa,baiwa
baja,baja
bajaj,bajaj
bajak,bajak laut
bajakan,bajakan
bajer,bajer
bajet,bajet
bajik,bajik
bajingan,bajingan
bajrangbali,bajrangbali
baju,baju
bajuku,bajuku
bajumu,bajumu
baka,baka
bakal,bakal
bakalan,bakalan
bakar,bakar
bakari,bakari
bakat,bakat
baker,tukang roti
bakin,bakin
bakita,bakita
baklaan,baklaan
bakmi,bakmi
bakongera,bakongera.dll
bakri,bakri
bakrie,bakrie
bakso,bakso
bakt,bakt
bakteria,bakteria
baku,baku
bakul,bakul
bal,bal
balaa,balaa
balaathi,balaathi
balada,balada
balai,balai
balakrishnan,balakrishnan
balance,keseimbangan
balancing,menyeimbangkan
balani,balani
balany,sia-sia
balapan,balapan
balas,bola
balasan,balasan
balau,balau
balayya,balaya
bale,bal
balenciaga,balenciaga
bales,tumpukan
bali,Bali
baliho,baliho
balik,balik
balikin,balikin
baliknya,baliknya
balikpapan,balikpapan
balita,balita
ballet,balet
balon,balon
balozi,balozi
balu,balu
bambang,bambang
bambu,bambu
bamsoet,bamsoet
ban,melarang
bana,bana
banae,banae
banana,pisang
banane,pisang
banao,pisang
banaya,banaya
banayak,banayak
banci,banci
band,pita
banda,banda
bandang,bandang
bandar,bandar
bandara,bandara
bandel,bandel
bandey,bandey
bandharun,bandharun
bandia,bandia
banding,pita
bandingan,bandengan
bandingin,bandingin
bandingkan,membandingkan
bandla,bandla
bandung,bandung
bandwidth,lebar pita
bang,bang
bangaalhun,bangaalhun
bangaki,bangaki
bangarrn,bangarrn
bangedd,terbentur
bangeett,bangeet
banget,sungguh
bangetlah,sungguhlah
bangett,sungguh
bangga,bangga
banggain,banggain
bangi,bangi
bangka,bangka
bangkai,bangkai
bangkan,bangkan
bangke,bangke
bangkit,bangkit
bangkitnya,bangkitnya
bangkok,Bangkok
bangkrut,bangkrut
bangladesh,bangladesh
bangsa,bangsa
bangsaat,bangsaat
bangsad,bangsad
bangsaku,bangsaku
bangsat,bangsat
bangtan,bangtan
bangun,bangun
bangunan,bangunan
bangunkan,bangunkan
banh,banh
bani,bani
banjir,banjir
bank,bank
banking,perbankan
banned,dilarang
banner,spanduk
bansos,bansos
banta,banta
bantah,bantah
banten,banten
banter,kelakar
banting,diet
bantu,bantu
bantuan,bantuan
bantuin,bantuin
banyaak,banyaak
banyak,banyak
banyakan,banyakan
banyakin,banyakin
banyakk,banyakk
banyakkan,banyakkan
banyaknya,banyaknya
banyaky,banyaky
bap,roti Skotlandia
bapa,ayah
bapak,bapak
bapakku,bapakku
bapaknya,bapaknya
baper,baper
baperan,baperan
baptis,baptisan
bar,batang
bara,bara
barabai,barabai
barah,barah
baranangsiang,barangangsiang
barang,barang
barangan,barangan
barangkali,barangkali
barashada,barashada
barat,barat
baratayuda,baratayuda
barbie,Barbie
barbuk,barbuk
barcelona,barcelona
barcode,kode batang
bard,bard
bardai,bard ai
bardreadaloud,bardreadalous
bare,telanjang
bareng,bersama
barengmin,barengmin
bari,bari
bariko,bariko
barina,barina
barinanamis,barinanami
baring,memamerkan
baris,baris
barisan,barisan
barjoyai,barjoyai
barnaamijka,barnaamijka
barni,gudang
barolongna,barolongna
barrier,penghalang
barriernya,penghalangnya
barry,barry
barter,barter
barthes,barthes
baru,baru
barudak,barudak
barunya,barunya
barusan,tampilkan
bary,bary
bas,dasar
basa,basa
basalamah,basalamah
base,basis
based,berdasarkan
basedai,basedai
basenya,dasarnya
bashir,bashir
bashtra,bashtra
basi,dasar
basic,dasar
basically,pada dasarnya
basicly,pada dasarnya
basicnya,dasarnya
basics,dasar-dasar
basikal,dasar
basilmix,basilmix
basira,basira
basirarsu,basiarsu
basis,dasar
basisnya,dasarnya
baskara,Baskara
basket,keranjang
basmi,basmi
basmin,basmin
bastasheer,bajingan
basthah,basthah
basuki,basuki
basura,basura
baswedan,baswedan
bat,kelelawar
bata,bata
batafsil,batafsil
batal,batal
batalin,batalin
batalkn,batalkn
batam,batam
batang,batang
batao,batao
batas,batas
batasan,batasan
batasi,batasi
batasnya,batasnya
bataya,bataya
batch,kelompok
baterai,baterai
batesan,batesan
batesin,batesin
bathin,mandi
batik,batik
batil,batil
batin,batin
batman,batman
batrei,baterai
battle,pertarungan
batu,batu
batukaru,batukaru
batulicin,batulicin
batur,batur
baturan,baturan
bau,bau
baumannii,baumanii
bawa,bawa
bawaan,bawaan
bawaannya,bawaannya
bawah,bawah
bawahnya,di bawahnya
bawain,bawain
bawak,bawak
bawaslu,bawaslu
bawumia,bawumia
bay,teluk
baya,baya
bayagi,bayagi
bayakah,bayakah
bayam,bayam
bayanan,bayanan
bayangan,bayangan
bayangin,bayanganin
bayanginnya,bayanganinnya
bayangkan,membayangkan
bayani,bayani
bayar,bayar
bayaran,biaya
bayarin,bayarin
bayarnya,bayarnya
bayem,bayem
bayesian,bayesian
bayi,bayi
bayikora,bayikora
bayyana,bayyana
baze,dasar
bb,bb
bbai,bbai
bbc,bbc
bbca,BBC
bbhls,bbhls
bbkp,bbkp
bbm,bbm
bbnm,bbnm
bbp,bbp
bbrp,bbrp
bc,SM
bca,bca
bcd,bcd
bcl,bcl
bcs,SM
bd,bd
bdg,bdg
bdkwbsknqksj,bdkwbsknqksj
be,menjadi
bea,bea
beacukai,beacukai
bean,kacang
beanak,beanak
bearing,bantalan
beas,binatang buas
beasiswa,beasiswa
beast,binatang buas
beat,mengalahkan
beatle,Beatle
beatles,Beatles
beatless,tak terkalahkan
beatoven,pemukulan
beats,ketukan
beautifikasi,mempercantik
beautiful,cantik
beauty,kecantikan
beb,sayang
bebacaan,bebacaan
bebal,bebal
beban,beban
bebas,bebas
bebaskan,bebaskan
bebek,bebek
bebel,bebel
bebelen,bebelen
beberaa,beberaa
beberapa,beberapa
bebila,bebila
bebzii,bebzii
becak,becak
becali,becali
becanda,becanda
becandaan,becandaan
becandanya,becandanya
becca,becca
bechta,bechta
become,menjadi
becoming,menjadi
becus,karena
beda,beda
bedah,bedah
bedain,bedain
bedainnya,bedanya
bedakan,bedakan
bedanya,bedanya
bedebat,bedebat
bedrock,batuan dasar
bedua,bedua
been,pernah
beetanggung,beetanggung
befikir,befikir
before,sebelum
begadang,begadang
begana,dimulai
begawi,begawi
begging,memohon
beghairata,beghairata
begini,begini
beginian,begini
beginii,begini
beginilah,beginilah
beginner,pemula
beginners,pemula
beginning,awal
begins,dimulai
begitu,begitu
begituan,begitu
begitupun,begitupun
begituu,begituu
bego,ayolah
begoks,mohon
begun,dimulai
beh,beh
behance,behance
beharie,beharie
behavior,perilaku
behaviour,perilaku
behind,di belakang
behtarr,behtarr
bei,bei
beijing,beijing
being,makhluk
beings,makhluk
bejalan,bejalan
bejibun,bejibun
bejir,bejir
bekal,bekal
bekalan,bekalan
bekap,bekap
bekas,bekas
bekasi,bekasi
bekerja,bekerja
bekerjasama,bekerja sama
bekgronnya,bekgronya
bekisah,jadilah
beku,beku
bela,bela
belabih,belabih
belah,bagian
belahan,belahan
belain,belain
belajar,belajar
belajarlah,belajarlah
belajarnya,belajarnya
belaju,belaju
belaka,belaka
belakang,belakang
belakangan,belakangan
belakangi,belakangi
belakangnya,selanjutnya
belanda,belanda
belanja,belanja
belanjaannya,belanjaannya
belanjawan,belanjawan
belasan,belasan
belat,terlambat
belgia,Belgia
beli,beli
belia,belia
beliau,beliau
belibet,belibet
believe,meyakini
believing,percaya
beliin,beliin
belikan,belikan
belimbing,mempercayai
belio,belio
beljm,beljm
bella,bella
belok,belok
belom,belom
beloved,kesayangan
below,di bawah
belt,sabuk
beluk,beluk
belum,belum
belvin,Belvin
bem,bem
bemalol,bemalol
ben,ben
benahi,benahi
benang,benang
benar,benar
benarkah,benarkah
benarkan,benarkan
benarnya,benarnya
bencana,bencana
benchmark,tolok ukur
benci,benci
bencilah,bencilah
bencinya,bencinya
benda,benda
bendahara,bendahara
bendera,bendera
benderang,benderang
bendiga,Bendiga
bendtner,benttner
bene,baiklah
benefit,keuntungan
bener,benar
beneran,beneran
benerin,benerin
benernya,benarnya
bengaluru,bengaluru
bengawan,bengawan
bengio,bengio
bengis,bengis
bengkel,bengkel
bengkulu,bengkulu
bengong,bengong
beni,beni
benjamin,benyamin
benran,benran
bensin,bensin
bentang,bentangan
bentar,bentar
bentara,bentara
benteng,benteng
bentuk,bentuk
bentukannya,bentuknya
bentuknya,bentuknya
benturan,benturan
benturkan,benturkan
benya,benya
benzodiazepin,benzodiazepin
ber,ber
berabad,sejak dulu
berabe,berate
berada,berada
beradab,beradab
beradaptasi,beradaptasi
beradik,beradik
beradu,Beradu
berafiliasi,berafiliasi
beragam,beragam
berak,berak
berakar,diambil
berakhir,berakhir
beralasan,beralasan
beralih,beralih
berambisi,berambisi
berambut,berambut
beranak,beranak
beranggapan,beranggapan
beranggota,beranggota
beranggotakan,beranggotakan
berangkat,berangkat
berani,berani
beraninya,beraninya
beranjak,berubah
berantah,berantah
berantai,berantai
berantakan,sebaliknya
berantas,berantas
berantem,berantem
berapa,berapa
berapaan,berapaan
berarti,berarti
beras,beras
berasa,berat
berasal,berasal
berasanya,berharganya
berasap,berasap
berasaskan,berasaskan
berasumsi,berasumsi
berat,berat
berati,berati
beratus,beratus
berau,berau
berawak,berawak
berawi,beraw
berbagai,berbagai
berbagi,berbagi
berbahagialah,berbahagialah
berbahasa,berbicara
berbahaya,berbahaya
berbaju,berpakaian
berbakat,berbakat.berbakat
berbalas,berbalas
berbalik,berbalik
berbanding,berbanding
berbangga,berbangga
berbangkit,berbangkit
berbarengan,berbarengan
berbasi,berbasi
berbasis,berbasis
berbasiskan,berbasiskan
berbau,berbau
berbaur,berbaur
berbayar,berbayar
berbeda,berbeda
berbelit,berbelit
berbentuk,berbentuk
berbeza,berbeza
berbicara,berbicara
berbillion,bermiliar
berbincang,berbincang
berbisa,berbisa
berbisnis,berbisnis
berbohong,berbohong
berbuat,berbuat
berbudaya,berbudaya
berbulan,berbulan-bulan
berbulu,berbulu
berburu,berburu
berbusa,berbusa
bercahaya,bersinar
bercakap,bercakap
bercanda,bercanda
bercanggah,bercanggah
bercentang,bercentang
bercerai,bercerai
bercerita,bercerita
bercinta,bercinta
berdagang,berdagang
berdakwah,berdakwah
berdalil,berdalil
berdamai,berdamai
berdampak,berdampak
berdampingan,berdampingan
berdasar,berdasar
berdasarkan,berdasarkan
berdaulat,berdaulat
berdaya,berdaya
berdayakan,memberdayakan
berdebat,berdebat
berdekatan,berdekatan
berdepan,berdepan
berdialog,berdialog
berdikari,berdikari
berdim,berdim
berdiri,berdiri
berdirinya,berdirinya
berdiskusi,berdiskusi
berdoa,berdoa
berdosa,berdosa
berdua,berduaan
berduah,berduah
berduka,tenang
berdurasi,berdurasi
bereaksi,bereaksi
berebut,berebut
berebutan,berebutan
beredaksi,beredaksi
beredar,tersebar
beregu,beregu
bereinkarnasi,bereinkarnasi
berekspektasi,berekspektasi
berempat,berempat
berempati,berempati
berencana,berencana
berenti,berenti
beres,beres
beresan,beresan
beresiko,beresiko
beresin,beresin
beretika,beretika
berevolusi,berkembang
berfantasi,berfantasi
berfikir,berpikir
berfikirnya,berpikirnya
berfokus,fokus
berfungsi,berfungsi
bergabung,setuju
bergabunglah,bergabunglah
bergairah,bergairah
bergaji,berji
bergan,bergan
berganding,berganding
bergantung,bergantung
bergari,bergari
bergaya,bergaya
bergegas,penjelajahan
bergelumag,bergelumag
bergelut,bergelut
bergema,menggemparkan
bergengsi,bergengsi
bergenre,bergenre
bergerak,bergerak
bergeser,bergeser
bergidik,bergidik
bergilir,bergilir
bergocce,bergoce
bergulir,bergulir
bergumam,penarik
berguna,berguna
berguru,berguru
berhad,berhad
berhadapan,menghadap
berhak,mampu
berhalusinasi,berhalusinasi
berharap,berharap
berharga,berharga
berhari,berhari
berhasil,berhasil
berhasrat,berhasrat
berhati,berhati-hatilah
berhemah,berhemah
berhemat,berhemat
berhenti,berhenti
berhentinya,berhentinya
berhijab,berhijab
berhijrah,berhijrah
berhitung,berhitung
berhubung,berhubung
berhubungan,berhubungan
berhujah,berhujah
beri,beri
beria,beria
beribu,beribu
berijin,berijin
berikan,berikan
beriklan,berilan
berikut,berikut
berikutan,berikutan
berikutnya,berikutnya
berilganda,berilganda
berimajinasi,berimajinasi
beriman,beriman
beringat,beringat
berinovasi,berinovasi
berintegrasi,berintegrasi
berintegritas,berintegritas
berinteraksi,berinteraksi
berinternet,berinternet
berinvestasi,berinvestasi
beriringan,beriringan
beriringannya,beriringannya
berish,berish
berishi,berishi
berishini,berishini
berisi,berisi
berisik,berisik
berisikan,berisikan
berisiko,berisiko
beristirahat,beristirahat
berita,berita
beritahu,memberitahu
beritakan,beritakan
beritanya,beritanya
berizin,berizin
berjalan,berjalan
berjam,berjam-jam
berjamaah,berjamaah
berjanggut,berjanggut
berjanji,berjanji
berjat,berjat
berjaya,berjaya
berjenama,berjenama
berjentera,berjentera
berjibaku,berjibaku
berjinak,berjinak
berjualan,berjualan
berjuang,berjuang
berjudul,berjudul
berjumpa,melompat
berjuta,berjuta
berkaca,berkaca
berkah,berkah
berkait,berkait
berkaitan,tentang
berkala,berkala
berkali,berkali-kali
berkaliber,berkaliber
berkampanye,berkampanye
berkampung,berkampung
berkapasitas,kapasitas
berkarat,berkarat
berkarier,berkarier
berkarir,berkarir
berkarung,berkarung
berkarya,berkarya
berkas,berkas
berkat,terima kasih
berkata,berkata
berkeadilan,berkeadilan
berkecimpung,berkecimpung
berkedok,berkedok
berkeinginan,berkeinginan
berkelanjutan,berkelanjutan
berkelas,berkelas
berkelayakan,berkelayakan
berkeliling,berkeliling
berkelit,berkelit
berkelitnya,berkelitnya
berkeluh,berkeluh
berkemahiran,berkemahiran
berkemampuan,berkemampuan
berkembag,berkembag
berkembang,berkembang
berkembangan,berkembangan
berkembangnya,berkembangnya
berkempang,berkempang
berkempen,berkempen
berkemungkinan,berkemungkinan
berkenaan,berkenaan
berkenalan,perkenalan
berkenan,berkenan
berkendara,berkendara
berkepanjangan,seterusnya
berkepentingan,berkepentingan
berkerja,bekerja
berkesan,efektif
berkesannya,berkesannya
berkesempatan,berkesempatan
berkesinambungan,berkesinambungan
berkhianat,berkhianat
berkilauan,berkilauan
berkinerja,tampil
berkisahkan,berkisahkan
berkisarkan,berkisarkan
berkolaborasi,berkolaborasi
berkombinasi,berkombinasi
berkomentar,berkomentar
berkomitmen,saya
berkompetisi,berkompetisi
berkomunikasi,berkomunikasi
berkongsi,berkongsi
berkonsep,berkonsep
berkontribusi,berkontribusi
berkorban,berkorban
berkreasi,berkreasi
berksempatan,berksempatan
berkshire,berkshire
berkualitas,berkualitas
berkualiti,berkualiti
berkuasa,kekuatan
berkuat,berkuat
berkultur,berkultur
berkumpul,berkumpul
berkumpulnya,berkumpulnya
berkunjung,berkunjung
berkurang,berkurang
berkurangnya,berkurangnya
berkurun,berkurun
berkutat,berkutat
berkutik,berkutik
berlagak,berlagak
berlaku,berlaku
berlakunya,berlakunya
berlalu,berlalu
berlambak,berlambak
berlandas,berlandas
berlangganan,berlangganan
berlangsung,berlangsung
berlanjut,berlanjut
berlapar,berlapar
berlatih,berlatih
berlawanan,berlawanan
berlebaran,berlebaran
berlebih,berlebihan
berlebihan,berlebihan
berleluasa,berleluasa
berlembar,berlembar
berlibur,berlibur
berlindung,berlindung
berlokasi,berlokasi
berlolaborasi,berlolaborasi
berlomba,berlomba
berlumba,berlumba
berma,berma
bermacam,bermacam-macam
bermadi,bermadi
bermain,bermain
bermakna,bermakna
bermaksud,maksudnya
bermanfaat,bermanfaat
bermaruah,bermaruah
bermasalah,bermasalah
bermata,bermata
bermeditasi,bermeditasi
bermesraan,bermesraan
bermimpi,bermimpi
berminat,berminat
berminggu,berminggu-minggu
bermitra,terbentuk
bermodal,bermodal
bermodus,bermodus
bermoral,bermoral
bermoralnya,bermoralnya
bermotor,bermotor
bermuara,bermuara
bermula,bermula
bermulai,bermulai
bermunculan,bermunculan
bermusyawarah,bermusyawarah
bernafas,bernafas
bernama,bernama
bernas,bernas
bernaung,bernaung
berniaga,berniaga
berniat,bermaksud
bernilai,bernilai
bernoulli,bernoulli
bernuansa,bernuansa
bernyanyi,bernyanyi
bernyawa,bernyawa
beroperasi,beroperasi
beropini,beropini
berorientasi,berorientasi
berotak,berotak
berpadu,berpadu
berpakaian,berpakaian
berpandangan,berpandangan
berpartisipasi,berpartisipasi
berpasangan,berpasangan
berpatokan,berpatokan
berpayung,berpayung
berpegang,memegang
berpelajaran,berpelajaran
berpeluang,berpeluang
berpelukan,berpelukan
berpendapat,berpendapat
berpendidikan,berpendidikan
berpengalaman,berpengalaman
berpengaruh,berpengaruh
berpengaruhi,berpengaruhi
berpenghasilan,terbentuk
berpengkalan,berpengkalan
berperan,berpartisipasi
berperang,menarik
berperikemanusiaan,berperikemanusiaan
berperilaku,berperilaku
berpesan,berpesan
berpihak,berpihak
berpijak,berpijak
berpikir,berpikir
berpikiran,perkiraan
berpikirnya,berpikirnya
berpindah,pindah
berpisah,berpisah
berpolitik,berpolitik
berpotensi,mungkin
berpraktik,berpraktik
berprestasi,berprestasi
berproduksi,berproduksi
berprompting,berprompting
berproses,berproses
berpuas,berpuas
berpuasa,berpuasa
berpuluh,berpuluh
berpura,berpura-pura
berpusat,fokusnya
berputar,berputar
bersahabat,ramah
bersahaja,ramah
bersaing,bersaing
bersaiz,bersaiz
bersalah,bersalah
bersalin,bersalin
bersama,bersama
bersamaan,secara bersamaan
bersambung,bersambung
bersana,bersana
bersangkut,berangkut
bersangkutan,bersangkutan
bersatu,bersatu
berseberangan,berseberangan
bersebrangan,bersebrangan
bersedia,bersedia
bersedih,bersedih
bersejarah,bersejarah
bersekolah,bersekolah
bersekutu,bersekutu
berselancar,berselancar
berselawat,berselawat
berseloroh,berseloroh
bersembang,bersembang
bersembunyi,bersembunyi
bersenjata,senjata
bersepadu,bersepadu
bersepah,bersepah
bersepakat,bersepakat
berseragam,berseragam
berserta,berserta
bersertifikat,bersertifikat
bersetubuh,bersetubuh
bersetuju,bersetuju
bersiap,bersiap
bersiaplah,bersiaplah
bersiaran,bersiaran
bersifat,bersifat
bersih,bersih
bersihin,bersihin
bersikap,maksudnya
bersikaplah,sekiranyalah
bersikeras,kenyamanan
bersin,bersin
bersinar,bersinar
bersinggungan,bersinggungan
bersliweran,bersliweran
bersosialisasi,bersosialisasi
berspekulasi,berspekulasi
berstatus,berstatus
bersuara,bersuara
bersubsidi,bersubsidi
bersumpah,jujur
bersusun,bersusun
bersyukur,bersyukur
bert,bert
bertahan,bertahan
bertahap,bertahap
bertahun,bertahun-tahun
bertajuk,bertajuk
bertambah,bertambah
bertambahnya,bertambahnya
bertanggung,bertanggung jawab
bertanggungjawab,sial
bertani,bertani
bertanya,bertanya
bertanyakan,bertanyakan
bertaraf,bertaraf
bertarung,pertarungan
bertaubat,bertaubat
bertebaran,bertebaran
berteknologi,berteknologi
bertema,bertema
bertemakan,bertemakan
berteman,berteman
bertempat,bertempat
bertemu,bertemu
bertenaga,bertenaga
bertengkar,berbicara
bertentangan,berbeda
berteraskan,berteraskan
berterimakasih,terima kasih
berterusan,berterusan
bertindak,bertindak
bertopik,bertopik
bertransformasi,bertransformasi
bertudung,bertudung
bertugas,bertugas
bertuhan,bertuhan
bertuhannya,bertuhannya
bertujuan,bertujuan
bertukar,sebaliknya
bertulis,bertulis
bertumbuh,bertumbuh
